Epoch,Avg_Loss,Avg_Queue_Length,Avg_Waiting_Time,Avg_Waiting_Time_Per_Vehicle,Avg_Reward,Cumulative_Reward,Avg_Throughput,Jam_Count,Motorcycle_Through,Passenger_Through,Bus_Through,Truck_Through
1,3.0894641304256942,73.5959595959596,73.5959595959596,0.9949494949494949,0.6008020625410093,55.59961952296601,20.67272727272726,0,8084,1572,30,18
2,0.90144390974726,80.49142857142857,80.49142857142857,0.9942857142857143,0.5960783538927084,47.482570479388315,23.36171428571427,0,8061,1576,30,17
3,0.40475939660372134,83.37724550898204,83.37724550898204,0.9940119760479041,0.6020919433878207,48.284921930160166,24.501796407185612,0,8076,1571,31,18
4,0.20618919687874523,85.01851851851852,85.01851851851852,0.9938271604938271,0.5940802233986486,45.60413858970174,25.714814814814797,0,8226,1596,32,19
5,0.15062507021045962,83.02325581395348,83.02325581395348,0.9941860465116279,0.647554425903115,51.63932341717762,24.231395348837193,0,8236,1597,31,19
