Epoch,Avg_Loss,Avg_Queue_Length,Avg_Waiting_Time,Avg_Waiting_Time_Per_Vehicle,Avg_Reward,Cumulative_Reward,Avg_Throughput,Jam_Count,Motorcycle_Through,Passenger_Through,Bus_Through,Truck_Through
1,3242208.575715174,164.9900497512438,4348.002985074627,25.36108802519097,-15.57363184079604,-4363.576616915426,20.6910447761194,0,8203,1598,32,18
2,4393889.984903381,172.81642512077295,4555.317874396135,25.46886414316364,-20.854106280193317,-4576.171980676331,20.030917874396135,0,8188,1590,32,18
3,3823509.181144068,166.90677966101694,3759.1275423728816,21.66115602315859,-5.251694915254275,-3764.379237288136,17.43983050847457,0,8116,1587,31,16
4,2717207.5158691406,161.6484375,3210.3128906250004,18.78553695756095,-13.404687499999966,-3223.7175781249944,16.15,0,8138,1593,32,18
5,1946422.7365749096,157.62815884476535,2737.777256317689,16.365416011672124,-33.490613718411545,-2771.2678700360993,15.099638989169677,0,8252,1607,32,18
