cycle,simulation_time,action,green_time,phase,queue_length,total_waiting_time,avg_waiting_time_per_vehicle,occupancy,density,throughput,vehicles_in_detectors,flow_rate,jam_detected,vehicles_through_motorcycle,vehicles_through_passenger,vehicles_through_bus,vehicles_through_truck,total_vehicles_through,cumulative_throughput,avg_speed,fuel_consumption,co2_emission
130,2470.0,0,15,6,54,54,1.0,53.51619323075463,224.99999999999997,4.1,54,257.5020242914994,False,2495,480,6,3,2984,1246.5000000000002,0.758532047962396,43795.662074210544,137349.21090919306
131,2489.0,0,15,0,77,77,1.0,76.61524881788148,320.8333333333333,4.3,77,257.8143832864619,False,2506,481,6,3,2996,1250.8000000000002,0.3341946507706809,60237.92415961189,188896.5852791995
132,2508.0,0,15,3,92,92,1.0,92.60555623294343,383.33333333333326,21.70000000000001,92,257.978468899523,False,2555,488,6,3,3052,1272.5000000000002,0.2435465640800122,72488.85925005801,227304.01472245375
133,2527.0,0,15,6,56,56,1.0,56.60471134358727,233.33333333333326,5.5,56,257.89077958053184,False,2570,489,6,3,3068,1278.0000000000002,0.6691635939501823,45554.516936075175,142862.72318207016
134,2546.0,0,15,0,70,70,1.0,74.89158461851916,291.66666666666663,2.9,70,258.67046347211465,False,2573,489,7,3,3072,1280.9000000000003,0.5433734378907193,53089.247937379005,166517.4718220962
135,2565.0,0,15,3,97,97,1.0,97.6477663633344,404.16666666666663,25.90000000000001,97,259.0877192982472,False,2616,502,7,3,3128,1306.8000000000004,0.21401633577088977,76254.93193381972,239065.63058258253
136,2584.0,0,15,6,58,58,1.0,55.563527721553875,241.66666666666663,3.5999999999999996,58,259.27244582043505,False,2628,502,7,3,3140,1310.4000000000003,0.38656668484527046,45769.44444444441,143490.27777777764
137,2603.0,0,15,0,71,71,1.0,69.11191347548278,295.8333333333333,3.6,71,259.17787168651716,False,2640,502,7,3,3152,1314.0000000000002,0.5375758083730038,47926.75968246899,150253.4608269469
138,2622.0,0,15,3,89,89,1.0,90.2478803643867,370.8333333333333,22.40000000000001,89,259.2391304347843,False,2688,510,7,3,3208,1336.4000000000003,0.36813156613396253,69880.18320443312,219079.16335964948
139,2641.0,0,15,6,52,52,1.0,52.94004970479408,216.66666666666663,2.7,52,258.92464975388276,False,2697,510,7,3,3217,1339.1000000000004,0.30656169563801866,40900.33956297706,128226.12499947583
140,2660.0,0,15,0,61,61,1.0,66.38133797690358,254.16666666666666,5.799999999999999,61,259.1560150375957,False,2713,511,7,3,3234,1344.9000000000003,0.3229302040190897,44654.92336041696,139997.0750561294
141,2679.0,0,15,3,73,73,1.0,83.0865908792754,304.16666666666663,23.200000000000014,73,259.53527435610476,False,2757,521,7,3,3288,1368.1000000000004,0.4093475584220723,56345.04385818574,176694.88023657663
142,2698.0,0,15,6,35,35,1.0,40.586590879275406,145.83333333333331,5.6,35,259.0585618977037,False,2769,523,7,3,3302,1373.7000000000003,0.159494078235547,28910.555555555566,90684.72222222219
143,2717.0,0,15,0,51,51,1.0,62.40568888905553,212.5,7.299999999999998,51,259.89694516010485,False,2780,527,7,3,3317,1381.0000000000002,0.9409899700870412,32226.96912403593,101129.14806112417
144,2736.0,0,15,3,67,67,1.0,82.08105574076777,279.1666666666667,24.40000000000001,67,260.4440789473702,False,2818,538,8,3,3367,1405.4000000000003,0.13250573870432425,54542.57431128475,171090.56444758308
145,2755.0,0,15,6,38,38,1.0,42.69121472086176,158.33333333333334,7.3,38,260.5426497277695,False,2829,540,9,3,3381,1412.7000000000003,1.325451141575391,28184.444444444453,88407.77777777772
146,2774.0,0,15,0,65,65,1.0,65.54408596056567,270.8333333333333,3.0999999999999996,65,261.35364095169615,False,2836,541,9,3,3389,1415.8000000000002,0.508748091291883,46023.04063092912,144285.52749621286
147,2793.0,0,15,3,92,92,1.0,91.04656046900656,383.33333333333337,25.000000000000007,92,261.7024704618709,False,2886,551,9,3,3449,1440.8000000000002,0.27066795173361474,72285.52937247466,226620.28946026132
148,2812.0,0,15,6,50,50,1.0,49.36657769808833,208.33333333333331,6.1000000000000005,50,261.982574679945,False,2903,552,9,3,3467,1446.9,0.506430667645224,39071.66666666666,122492.49999999988
149,2831.0,0,15,0,60,60,1.0,63.3482214343076,249.99999999999997,2.4,60,262.1476510067134,False,2911,552,9,3,3475,1449.3000000000002,0.5703157900541048,39628.55301772019,124239.21685241334
150,2850.0,0,15,3,83,83,1.0,87.11109180669165,345.8333333333333,22.700000000000014,83,262.5157894736862,False,2950,563,9,3,3525,1472.0000000000002,0.17102578494103943,65417.790904864094,205091.1303987568
151,2869.0,0,15,6,51,51,1.0,52.02775847335832,212.49999999999997,8.699999999999998,51,262.5810386894408,False,2969,566,9,3,3547,1480.7000000000003,0.6810103295343491,40782.13699452849,127855.93908601419
152,2888.0,0,15,0,60,60,1.0,63.63095425740235,250.0,7.8999999999999995,60,263.0972991689771,False,2982,570,9,3,3564,1488.6000000000004,0.8317580476275178,37803.24002851852,118516.82556429658
153,2907.0,0,15,3,74,74,1.0,77.20613250855604,308.3333333333333,19.700000000000006,74,263.2817337461321,False,3031,575,9,3,3618,1508.3000000000004,0.31765764383225736,58449.53152354238,183244.68106920048
154,2926.0,0,15,6,40,40,1.0,42.206132508556045,166.66666666666663,5.299999999999999,40,262.89473684210736,False,3042,577,9,3,3631,1513.6000000000004,0.6534118529048336,32362.320621904968,101459.42110628018
155,2945.0,0,15,0,48,48,1.0,53.274900290011345,199.99999999999997,3.6999999999999993,48,263.33786078098683,False,3051,578,9,3,3641,1517.3000000000004,0.8487394794056553,31053.22655570273,97355.50988532101
156,2964.0,0,15,3,67,67,1.0,77.42481558920707,279.16666666666663,24.900000000000013,67,263.56275303643935,False,3094,588,10,3,3695,1542.2000000000005,0.3136500011061467,52606.810681522664,165077.37405921324
157,2983.0,0,15,6,34,34,1.0,36.60022837708773,141.66666666666663,3.6999999999999997,34,263.64901106269065,False,3103,589,10,3,3705,1545.9000000000005,1.0090068531974021,26212.222222222234,82280.27777777777
158,3002.0,0,15,0,54,54,1.0,63.74500933783798,225.0,2.8,54,264.4536975349788,False,3109,590,10,3,3712,1548.7000000000005,0.7764636455183281,38569.50938442635,121022.30528590013
159,3021.0,0,15,3,73,73,1.0,85.00830773501107,304.1666666666667,25.200000000000014,73,264.3694141012931,False,3153,602,10,3,3768,1573.9000000000005,0.28190931857923374,58231.52902318458,182664.77121810467
160,3040.0,0,15,6,37,37,1.0,43.38330773501109,154.16666666666666,7.699999999999998,37,264.24177631579164,False,3162,607,10,3,3782,1581.6000000000006,0.8117273836002591,28432.35968017996,89241.00639752345
161,3059.0,0,15,0,56,56,1.0,61.044466267901306,233.33333333333331,3.8,56,265.0277868584527,False,3168,609,10,3,3790,1585.4000000000005,0.8678675921823799,34103.63291492091,107020.64122846871
162,3078.0,0,15,3,75,75,1.0,80.64559511567009,312.5,22.200000000000006,75,265.4970760233941,False,3212,616,10,4,3842,1607.6000000000006,0.3739954887801656,60356.00097878224,189323.41737743266
163,3097.0,0,15,6,45,45,1.0,45.937261782336755,187.49999999999994,7.199999999999999,45,265.24862770423215,False,3226,619,10,4,3859,1614.8000000000006,0.6953417562486232,36458.28104164608,114401.89744971544
164,3116.0,0,15,0,67,67,1.0,72.4149981116423,279.16666666666663,3.6999999999999993,67,266.02856225930907,False,3235,620,10,4,3869,1618.5000000000007,0.5158351258727935,48473.68381416653,152071.35318281114
165,3135.0,0,15,3,88,88,1.0,95.64287033850209,366.66666666666663,26.30000000000001,88,266.31100478469125,False,3276,634,10,4,3924,1644.8000000000006,0.29969633617846525,70125.57963489542,219952.49454294064
166,3154.0,0,15,6,53,53,1.0,52.05953700516877,220.83333333333331,3.9,53,266.06214331008476,False,3289,634,10,4,3937,1648.7000000000007,0.7216194160499009,42867.93259915747,134496.00548562704
167,3173.0,0,15,0,67,67,1.0,68.34080985775998,279.16666666666663,6.6,67,266.3268200441246,False,3301,635,10,5,3951,1655.3000000000006,0.7491644115113475,44334.949054653836,139095.81474794148
168,3192.0,0,15,3,77,77,1.0,84.73458697320626,320.8333333333333,23.200000000000003,77,266.5319548872204,False,3345,645,10,5,4005,1678.5000000000007,0.2619167679131105,60015.62760985001,188155.06205331214
169,3211.0,0,15,6,49,49,1.0,54.03005785676261,204.16666666666663,5.499999999999998,49,266.63656181875047,False,3360,646,10,5,4021,1684.0000000000007,0.9944086691015271,36279.79735404876,113741.28628532002
170,3230.0,0,15,0,55,55,1.0,63.81337881971775,229.16666666666669,2.1999999999999997,55,266.5866873065039,False,3364,647,10,5,4026,1686.2000000000007,0.24431017969925134,40333.837997054805,126451.12766974211
171,3249.0,0,15,3,72,72,1.0,82.79568673549228,300.0,25.800000000000008,72,266.80055401662287,False,3410,653,13,5,4081,1712.0000000000007,0.23233423914457665,59715.68409026908,187354.72815134446
172,3268.0,0,15,6,38,38,1.0,44.86511378066899,158.33333333333331,2.1999999999999997,38,267.3286413708714,False,3414,654,13,5,4086,1714.2000000000007,1.5845627498495232,30054.686091328058,94272.31319744782
173,3287.0,0,15,0,53,53,1.0,62.52896975868106,220.83333333333334,6.1,53,267.3714633404344,False,3421,658,13,5,4097,1720.3000000000006,0.4186277705306022,41373.14169665132,129756.62443751631
174,3306.0,0,15,3,72,72,1.0,81.1218797607955,300.0,23.60000000000001,72,267.34573502722566,False,3463,669,13,5,4150,1743.9000000000005,0.26569858956154646,57049.13521624921,178901.59222342534
175,3325.0,0,15,6,39,39,1.0,45.1218797607955,162.5,8.899999999999999,39,267.2661654135363,False,3476,672,14,5,4167,1752.8000000000006,0.9698226884335154,28909.88023210232,90682.60513241343
176,3344.0,0,15,0,76,76,1.0,76.96725746704985,316.66666666666663,3.0999999999999996,76,268.8830741626819,False,3483,673,14,5,4175,1755.9000000000005,0.4057981042666683,51222.8226952893,160588.28034879538
177,3363.0,0,15,3,94,94,1.0,94.87166659828195,391.6666666666667,25.30000000000001,94,269.53166815343695,False,3534,683,14,5,4236,1781.2000000000005,0.33445689559505093,70168.42453899332,219983.89365265766
178,3382.0,0,15,6,60,60,1.0,58.59445876842917,249.99999999999997,6.5,60,269.8137196924922,False,3549,685,14,5,4253,1787.7000000000005,0.6518881156470985,45835.02719713746,143696.21402565337
179,3401.0,0,15,0,66,66,1.0,69.78075062214546,275.0,2.1,66,269.9603057924166,False,3556,685,14,5,4260,1789.8000000000004,0.6732819244830304,48407.10566496177,151812.62134528763
180,3420.0,0,15,3,80,80,1.0,85.77896843317374,333.33333333333337,21.400000000000013,80,269.9210526315816,False,3604,692,14,5,4315,1811.2000000000005,0.2650114473491431,68433.76300185086,214593.36307477482
181,3439.0,0,15,6,46,46,1.0,49.82063509984041,191.66666666666663,5.8,46,269.6728700203574,False,3620,693,14,5,4332,1817.0000000000005,0.742549959475333,35719.444444444445,112030.27777777771
182,3458.0,0,15,0,57,57,1.0,64.96797591784792,237.49999999999997,2.8,57,269.661654135341,False,3626,694,14,5,4339,1819.8000000000004,0.3741879410452704,43715.39931210965,137099.39355477467
183,3477.0,0,15,3,71,71,1.0,82.3800822119509,295.8333333333333,23.900000000000013,71,270.18119068162474,False,3669,705,14,5,4393,1843.7000000000005,0.18984445412958176,56275.64256087736,176477.61848931058
184,3496.0,0,15,6,38,38,1.0,47.58841554528425,158.33333333333331,10.899999999999999,38,270.12871853547176,False,3692,709,14,5,4420,1854.6000000000006,1.0262623883661461,29855.555555555566,93693.88888888885
185,3515.0,0,15,0,43,43,1.0,53.957324215737074,179.16666666666666,7.199999999999999,43,270.71692745377226,False,3706,710,15,5,4436,1861.8000000000006,0.8016871936380447,31735.04546081906,99586.67568939827
186,3534.0,0,15,3,61,61,1.0,74.09872386571226,254.16666666666666,26.400000000000013,61,271.2733446519552,False,3744,725,15,5,4489,1888.2000000000007,0.24257722196784376,47609.1119633444,149307.8926740296
187,3553.0,0,15,6,27,27,1.0,33.34872386571227,112.49999999999999,5.4,27,271.1778778497072,False,3752,726,16,5,4499,1893.6000000000008,1.49198371928091,19582.782072030528,61441.49098125117
188,3572.0,0,15,0,49,49,1.0,55.72222421599205,204.16666666666666,3.0999999999999996,49,271.94008958566906,False,3759,727,16,5,4507,1896.7000000000007,1.0084202729473652,29585.526906262225,92754.54581313697
189,3591.0,0,15,3,74,74,1.0,81.75097568317395,308.3333333333333,24.40000000000001,74,272.0802005012559,False,3797,738,16,6,4557,1921.1000000000008,0.13792295793246387,59157.90759969342,185568.45550682058
190,3610.0,0,15,6,45,45,1.0,48.917642349840605,187.5,6.399999999999999,45,272.11911357341,False,3805,742,16,6,4569,1927.500000000001,0.43115919491491683,32988.88758523062,103423.8848021336
191,3629.0,0,15,0,65,65,1.0,70.00143453967111,270.8333333333333,6.499999999999998,65,273.0008266740177,False,3820,744,16,6,4586,1934.000000000001,0.4757811912301536,48393.16276370501,151819.8941171378
192,3648.0,0,15,3,77,77,1.0,85.90537711787753,320.83333333333337,23.200000000000006,77,273.29358552631857,False,3864,754,16,6,4640,1957.200000000001,0.3800345786308425,59331.91923381478,186113.41480540385
193,3667.0,0,15,6,43,43,1.0,48.046627030032056,179.16666666666669,5.299999999999999,43,273.05563130624773,False,3875,756,16,6,4653,1962.500000000001,1.0465332973997235,32854.44444444446,103104.1666666666
194,3686.0,0,15,0,52,52,1.0,61.268041293974676,216.66666666666666,6.999999999999998,52,273.4061313076534,False,3885,758,16,7,4666,1969.500000000001,0.7137457220454679,36825.568577235805,115554.62525888931
195,3705.0,0,15,3,73,73,1.0,81.4724507698412,304.16666666666663,24.800000000000008,73,274.02024291498265,False,3931,769,16,7,4723,1994.3000000000009,0.3525676484620721,55176.49268954089,172984.50675367055
196,3724.0,0,15,6,38,38,1.0,41.29412414038562,158.33333333333331,7.799999999999998,38,273.8184747583273,False,3947,772,16,7,4742,2002.1000000000008,1.1409518305003503,27054.106272784848,84817.81808966013
197,3743.0,0,15,0,52,52,1.0,54.49011243271601,216.66666666666666,4.3999999999999995,52,274.49639326743545,False,3955,774,16,7,4752,2006.500000000001,1.007701278613639,34463.64581361235,108048.22660398483
198,3762.0,0,15,3,83,83,1.0,88.19722938321438,345.8333333333333,23.80000000000001,83,275.023923444979,False,4001,782,16,8,4807,2030.3000000000009,0.1774875938129033,65308.279143205655,204849.5654264918
199,3781.0,0,15,6,47,47,1.0,47.98889604988105,195.8333333333333,12.000000000000002,47,275.0819888918305,False,4021,786,16,9,4832,2042.3000000000009,0.567404998875212,36337.46799625416,113921.80664074162
200,3800.0,0,15,0,53,53,1.0,62.93686302646179,220.83333333333334,5.8999999999999995,53,275.88552631579245,False,4034,788,16,9,4847,2048.2000000000007,0.8186758977668356,36723.55250062479,115133.60099415199
201,3819.0,0,15,3,68,68,1.0,80.38163740792356,283.33333333333337,24.900000000000006,68,275.9505106048734,False,4077,800,16,9,4902,2073.100000000001,0.2105228773665989,53570.55806289414,167996.9707170957
202,3838.0,0,15,6,32,32,1.0,40.67330407459022,133.33333333333334,3.4,32,276.1086503387211,False,4085,801,16,9,4911,2076.500000000001,0.7934925313422833,24724.444444444445,77561.1111111111
203,3857.0,0,15,0,56,56,1.0,60.345614881085815,233.33333333333334,5.2,56,276.33523463832296,False,4089,803,17,9,4918,2081.7000000000007,0.5907079989369215,40694.885652554425,127582.30526708747
204,3876.0,0,15,3,73,73,1.0,79.63466588642213,304.1666666666667,18.300000000000008,73,276.57120743034363,False,4130,809,17,9,4965,2100.000000000001,0.23573287420890676,58086.428044850356,182107.13029003586
205,3895.0,0,15,6,37,37,1.0,43.15781517901939,154.16666666666666,11.7,37,276.5969191270891,False,4149,815,17,9,4990,2111.7000000000007,0.9861643437230085,27560.06289985353,86405.05593348642
206,3914.0,0,15,0,65,65,1.0,69.6456008765395,270.8333333333333,5.3999999999999995,65,277.58814512008485,False,4157,818,17,9,5001,2117.100000000001,1.0600425318447664,39576.03655364453,124074.71236125812
207,3933.0,0,15,3,87,87,1.0,92.57433248093362,362.5,25.200000000000014,87,278.15789473684526,False,4201,830,17,9,5057,2142.3000000000006,0.263639114543025,69191.87112988303,216923.468780225
208,3952.0,0,15,6,53,53,1.0,53.11901158156363,220.8333333333333,5.2,53,277.95926113360633,False,4215,831,17,9,5072,2147.5000000000005,0.586782157175553,40489.39111393513,126937.93590469197
209,3971.0,0,15,0,69,69,1.0,72.50540384312134,287.5,4.9,69,278.2611432888473,False,4218,835,17,9,5079,2152.4000000000005,0.7521439195945364,46914.07906156453,147080.79242806757
210,3990.0,0,15,3,88,88,1.0,91.37039661835604,366.66666666666663,23.600000000000016,88,278.1315789473716,False,4270,843,17,9,5139,2176.0000000000005,0.36526259144679635,67644.14755651323,212070.15243234608
211,4009.0,0,15,6,50,50,1.0,50.787063285022704,208.33333333333331,6.5,50,277.81242205038984,False,4285,845,17,9,5156,2182.5000000000005,0.6900406475851777,37341.666666666664,117069.16666666658
212,4028.0,0,15,0,56,56,1.0,58.4522628612156,233.33333333333331,5.999999999999999,56,278.13306852036067,False,4295,846,18,9,5168,2188.5000000000005,0.6685907020540274,39333.43574861158,123314.20396253662
213,4047.0,0,15,3,79,79,1.0,87.2934296415985,329.1666666666667,24.100000000000005,79,279.0066716086022,False,4342,856,18,9,5225,2212.6000000000004,0.2731535954617943,62826.8831155922,197070.4902924323
214,4066.0,0,15,6,41,41,1.0,51.751762974931836,170.83333333333334,10.7,41,279.0752582390588,False,4351,860,19,10,5240,2223.3,0.8073142926553358,30342.777777777785,95229.99999999996
215,4085.0,0,15,0,57,57,1.0,64.52942655426052,237.5,5.3999999999999995,57,279.5067319461477,False,4359,863,19,10,5251,2228.7000000000003,0.7728834500389956,41257.62602316203,129393.78019813576
216,4104.0,0,15,3,82,82,1.0,90.42736537223271,341.66666666666663,23.60000000000001,82,280.0000000000033,False,4401,872,20,10,5303,2252.3,0.2672385652710202,65374.87016559822,205003.35995524345
217,4123.0,0,15,6,51,51,1.0,52.17899039709699,212.49999999999994,5.899999999999999,51,279.9648314334256,False,4414,874,20,10,5318,2258.2000000000003,0.8560897220174084,38960.55555555555,122144.7222222221
218,4142.0,0,15,0,64,64,1.0,68.77627110677957,266.6666666666667,4.8999999999999995,64,280.39715113472084,False,4427,875,20,10,5332,2263.1000000000004,0.47715213116157534,47068.43310784247,147564.05475439987
219,4161.0,0,15,3,80,80,1.0,85.05737333181708,333.3333333333333,22.200000000000014,80,280.40374909877767,False,4471,884,20,10,5385,2285.3,0.38699866381052817,62157.98107063825,194872.49189755783
220,4180.0,0,15,6,47,47,1.0,47.5438050683147,195.83333333333331,7.499999999999999,47,280.1411483253622,False,4486,887,20,10,5403,2292.8,0.4981712859923666,36444.83417374169,114257.84397233071
221,4199.0,0,15,0,49,49,1.0,56.394508687468786,204.16666666666666,4.299999999999999,49,280.29888068588093,False,4497,888,20,10,5415,2297.1000000000004,0.6293662167081578,32164.219413626055,100838.23848132354
222,4218.0,0,15,3,66,66,1.0,75.67948959706771,275.0,23.50000000000001,66,280.3378378378412,False,4542,898,20,10,5470,2320.6000000000004,0.2437129083603739,53310.504232149266,167181.32077316087
223,4237.0,0,15,6,31,31,1.0,37.846156263734386,129.16666666666666,5.6,31,280.07906537644897,False,4554,898,21,10,5483,2326.2000000000003,1.0568903809080965,24873.308816995428,78027.90737011108
224,4256.0,0,15,0,60,60,1.0,63.446830837831364,249.99999999999997,2.8,60,280.7424812030109,False,4560,899,21,10,5490,2329.0000000000005,0.9224123806607321,31376.88690842838,98371.19338197824
225,4275.0,0,15,3,79,79,1.0,86.04474040431667,329.16666666666663,26.500000000000014,79,280.54736842105604,False,4605,912,21,10,5548,2355.5000000000005,0.33662006187216337,59334.4733796095,186020.2117607326
226,4294.0,0,15,6,41,41,1.0,45.076321865178635,170.83333333333331,4.999999999999999,41,280.60549604099083,False,4615,914,21,10,5560,2360.5000000000005,0.6277983339187115,31258.88772695181,98000.5519129996
227,4313.0,0,15,0,69,69,1.0,71.28066825588124,287.5,4.1,69,280.9969858567157,False,4622,916,21,10,5569,2364.6000000000004,0.4255684994178289,52401.62225732775,164283.94387595996
228,4332.0,0,15,3,94,94,1.0,93.73805593218543,391.66666666666663,23.10000000000001,94,281.2084487534661,False,4669,925,21,10,5625,2387.7000000000003,0.16405237539200318,74710.38751254823,234223.2019708432
229,4351.0,0,15,6,56,56,1.0,54.19012796555113,233.33333333333326,6.299999999999999,56,281.26292806251786,False,4680,928,21,10,5639,2394.0000000000005,0.8066689922389934,43146.66666666664,135268.33333333323
230,4370.0,0,15,0,75,75,1.0,74.65320231921969,312.5,9.199999999999998,75,281.5743707093857,False,4694,933,21,10,5658,2403.2000000000003,0.8461751182598242,48107.10243144058,150820.18245592414
231,4389.0,0,15,3,92,92,1.0,92.96457995389598,383.3333333333333,23.000000000000004,92,281.84210526316144,False,4734,944,21,10,5709,2426.2000000000003,0.3205947481110166,69896.66032619172,219130.8521041343
232,4408.0,0,15,6,59,59,1.0,56.59714260656573,245.8333333333333,4.3,59,281.6787658802213,False,4745,945,21,10,5721,2430.5000000000005,0.5726153733432668,46717.77777777774,146462.77777777766
233,4427.0,0,15,0,72,72,1.0,69.53329088909203,300.0,4.599999999999999,72,281.8827648520478,False,4757,946,21,10,5734,2435.1000000000004,0.3782743130930268,51712.25234856616,162121.91492392978
234,4446.0,0,15,3,90,90,1.0,89.63723462038101,375.0,24.500000000000004,90,281.78137651822215,False,4802,957,21,10,5790,2459.6000000000004,0.13362955032805976,70562.60119006672,221219.12357836674
235,4465.0,0,15,6,56,56,1.0,51.118362386917894,233.33333333333331,2.7,56,281.6506159014593,False,4811,957,21,10,5799,2462.3,0.66045337368116,44729.892457880254,140231.27338679132
236,4484.0,0,15,0,68,68,1.0,67.80367370156603,283.3333333333333,2.6999999999999997,68,281.58117752007485,False,4820,957,21,10,5808,2465.0,0.3381009596164988,52461.33168185142,164469.58974501095
237,4503.0,0,15,3,84,84,1.0,85.34577240091336,350.0,21.400000000000006,84,281.5522984676917,False,4868,964,21,10,5863,2486.4,0.46724323562140313,64938.91413064902,203588.74257932973
238,4522.0,0,15,6,52,52,1.0,54.09577240091336,216.66666666666663,5.6,52,281.43409995577525,False,4880,966,21,10,5877,2492.0,0.881088072923425,43125.91904122822,135204.3416570838
239,4541.0,0,15,0,69,69,1.0,71.74915866030423,287.5,4.5,69,281.9511120898515,False,4885,969,21,10,5885,2496.5,0.9375836667475426,45371.484189932395,142245.09697156024
240,4560.0,0,15,3,89,89,1.0,90.95096804708027,370.83333333333326,17.500000000000007,89,282.18750000000347,False,4920,976,21,10,5927,2514.0,0.319074886114247,67918.80169787732,212931.56080166227
241,4579.0,0,15,6,58,58,1.0,54.99541116533427,241.66666666666663,8.099999999999998,58,282.1664118803267,False,4937,979,21,10,5947,2522.1,0.43690538301725906,46821.301903929845,146788.41923096424
242,4598.0,0,15,0,75,75,1.0,73.41475695100685,312.5,6.899999999999999,75,282.1552849064845,False,4950,982,21,10,5963,2529.0,0.4876651038433478,53400.11991545263,167413.5093978309
243,4617.0,0,15,3,94,94,1.0,95.89393274670758,391.66666666666663,22.600000000000012,94,282.2319688109196,False,5002,989,21,10,6022,2551.6,0.2856193147680599,74804.0877858605,234516.06046992008
244,4636.0,0,15,6,56,56,1.0,53.912723093909925,233.33333333333331,6.8999999999999995,56,281.774158757553,False,5015,992,21,10,6038,2558.5,0.667706077419138,45620.29887653675,143022.87295206232
245,4655.0,0,15,0,71,71,1.0,69.76782765763143,295.8333333333333,3.8999999999999995,71,282.1417830290044,False,5028,992,21,10,6051,2562.4,0.5035311340079159,51670.84219363779,161992.42347387236
246,4674.0,0,15,3,86,86,1.0,91.68038089529165,358.3333333333333,24.80000000000001,86,282.467907573816,False,5074,1003,21,10,6108,2587.2000000000003,0.24217883303763255,69124.56171609978,216758.93159695287
247,4693.0,0,15,6,51,51,1.0,50.013714228625,212.49999999999997,5.8,51,282.2064777327969,False,5090,1004,21,10,6125,2593.0000000000005,0.840448854514093,42192.09446731524,132322.76152929253
248,4712.0,0,15,0,54,54,1.0,57.491418923235834,224.99999999999997,4.299999999999999,54,282.4055602716502,False,5101,1005,21,10,6137,2597.3000000000006,0.6782689178686907,40052.46863438799,125661.37096975793
249,4731.0,0,15,3,75,75,1.0,82.69504082831352,312.5,23.400000000000013,75,282.37476220672494,False,5149,1014,21,10,6194,2620.7000000000007,0.4087472075031866,59028.809260313574,185154.87366502048
250,4750.0,0,15,6,40,40,1.0,43.903374161646866,166.66666666666663,4.8999999999999995,40,282.11684210526647,False,5162,1015,21,10,6208,2625.600000000001,0.6440751428049551,33905.62292630094,106391.55836937707
251,4769.0,0,15,0,50,50,1.0,60.53638718042755,208.33333333333331,5.5,50,282.26672258335407,False,5167,1017,22,10,6216,2631.100000000001,0.9723246056273946,36345.38515691216,113994.4883271293
252,4788.0,0,15,3,76,76,1.0,83.88915362249128,316.66666666666663,21.70000000000001,76,282.8101503759431,False,5206,1027,22,10,6265,2652.8000000000006,0.3333787641869545,57912.516523623606,181608.32873319637
253,4807.0,0,15,6,46,46,1.0,49.17910776297882,191.66666666666663,6.8,46,282.4412315373446,False,5222,1029,22,10,6283,2659.600000000001,0.4159112198280192,36555.74643095753,114652.11511303319
254,4826.0,0,15,0,70,70,1.0,70.97758238375641,291.66666666666663,4.3999999999999995,70,282.793203481147,False,5230,1029,23,10,6292,2664.000000000001,0.544316717891169,52650.42020738821,165110.55658921215
255,4845.0,0,15,3,91,91,1.0,89.07151908938076,379.16666666666663,24.100000000000012,91,283.0866873065047,False,5287,1036,23,10,6356,2688.100000000001,0.24681765954420742,72330.2888039485,226760.61369398373
256,4864.0,0,15,6,51,51,1.0,49.529927944483184,212.49999999999994,4.999999999999999,51,283.0170641447399,False,5297,1038,23,10,6368,2693.100000000001,0.48663731914193864,39908.888888888876,125117.2222222221
257,4883.0,0,15,0,74,74,1.0,74.32810804466345,308.3333333333333,4.599999999999999,74,283.45484333401896,False,5309,1039,23,10,6381,2697.7000000000007,0.563969247414384,49344.50308197063,154699.1099863326
258,4902.0,0,15,3,95,95,1.0,95.99335907584478,395.83333333333337,24.900000000000013,95,283.68727050183895,False,5352,1051,23,10,6436,2722.600000000001,0.25315564211162217,73061.24176810689,229052.73749892306
259,4921.0,0,15,6,60,60,1.0,57.201692409178115,249.99999999999997,5.8,60,283.6069904490986,False,5368,1052,23,10,6453,2728.400000000001,0.5982933700242322,45824.99999999996,143664.16666666654
260,4940.0,0,15,0,67,67,1.0,69.51852713959532,279.16666666666663,5.3999999999999995,67,283.900809716602,False,5376,1055,23,10,6464,2733.800000000001,0.7003072348584659,46350.560701300026,145313.27642878098
261,4959.0,0,15,3,85,85,1.0,87.53171485647579,354.16666666666663,18.20000000000001,85,283.8384754990954,False,5420,1060,23,10,6513,2752.000000000001,0.2737258926555786,68684.35082228867,215377.51974164086
262,4978.0,0,15,6,52,52,1.0,54.201730426088915,216.66666666666663,9.599999999999998,52,283.71333869023977,False,5442,1063,23,10,6538,2761.600000000001,0.5946598592201394,41705.54917201132,130796.9019937827
263,4997.0,0,15,0,60,60,1.0,63.76241654574352,249.99999999999997,3.3,60,283.66119671803347,False,5453,1063,23,10,6549,2764.900000000001,0.4206126512519933,46526.29995220303,145910.1668279623
264,5016.0,0,15,3,75,75,1.0,77.65913080587896,312.5,20.90000000000001,75,283.573564593304,False,5506,1068,23,10,6607,2785.800000000001,0.23995673382549243,59042.893856165225,185150.70284193792
265,5035.0,0,15,6,40,40,1.0,45.57579747254563,166.66666666666663,4.699999999999999,40,283.4865938431009,False,5515,1070,23,10,6618,2790.500000000001,0.7490910655769542,34824.758581506074,109226.45666156091
266,5054.0,0,15,0,57,57,1.0,64.94332946424274,237.5,5.199999999999999,57,283.70300751879955,False,5529,1071,23,10,6633,2795.7000000000007,0.5279281179930383,38641.48418159607,121191.90237853746
